entrynum,smiles,pka_type,pka_value,temp,remarks,method,ref,ref_remarks,entry_remarks,original_iupac_name,original_iupac_nickname,source,uniqueid,pressure,acidity_label
3238,CCC[C@H](N)C(=O)O,pKAH1,2.318,25,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3238,CCC[C@H](N)C(=O)O,pKAH2,9.808,25,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3238,CCC[C@H](N)C(=O)O,pKAH1,2.309,37.5,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3238,CCC[C@H](N)C(=O)O,pKAH2,9.49,37.5,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3238,CCC[C@H](N)C(=O)O,pKAH1,2.313,50,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3238,CCC[C@H](N)C(=O)O,pKAH2,9.198,50,(m) I=0.01 to 0.09 (K1) 0.02 to 0.08 (K2),E1a,S58,,,Norvaline,,perrin,perrin3238,,AH
3239,N[C@@H](CCC(F)(F)F)C(=O)O,pKAH2,8.916,25,I=0.05,E1cg,W5,,,"5,5,5-trifluoro- Norvaline",,perrin,perrin3239,,AH
3241,NCCC[C@H](N)C(=O)O,pKAH1,1.705,25,"C=0.0435, as hydrochloride, ""mixed"" constants",E1a,B26,,,Ornithine,,perrin,perrin3241,,AH
3241,NCCC[C@H](N)C(=O)O,pKAH2,8.69,25,"C=0.0435, as hydrochloride, ""mixed"" constants",E1a,B26,,,Ornithine,,perrin,perrin3241,,AH
3241,NCCC[C@H](N)C(=O)O,pKAH3,10.755,25,"C=0.0435, as hydrochloride, ""mixed"" constants",E1a,B26,,,Ornithine,,perrin,perrin3241,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH1,2.011,1,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH2,11.296,1,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH1,1.964,12.5,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH2,10.972,12.5,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH1,1.952,25,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH2,10.64,25,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH1,1.95,37.5,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH2,10.342,37.5,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH1,1.958,50,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3287,O=C(O)[C@@H]1CCCN1,pKAH2,10.064,50,"(m) I=0.02 to 0.06 (K1), 0.02 to 0.05 (K2)",E1a,S55,,,Proline,,perrin,perrin3287,,AH
3291,CNCC(=O)O,pKAH2,10.712,5,"(m), I=0.008 to 0.06","E1ch, R4",D5,Thermodynamic quantities are derived from the results,,Sarcosine,,perrin,perrin3291,,AH
3291,CNCC(=O)O,pKAH2,10.4462,15,"(m), I=0.008 to 0.06","E1ch, R4",D5,Thermodynamic quantities are derived from the results,,Sarcosine,,perrin,perrin3291,,AH
3291,CNCC(=O)O,pKAH2,10.2,25,"(m), I=0.008 to 0.06","E1ch, R4",D5,Thermodynamic quantities are derived from the results,,Sarcosine,,perrin,perrin3291,,AH
3291,CNCC(=O)O,pKAH2,9.9704,35,"(m), I=0.008 to 0.06","E1ch, R4",D5,Thermodynamic quantities are derived from the results,,Sarcosine,,perrin,perrin3291,,AH
3291,CNCC(=O)O,pKAH2,9.7551,45,"(m), I=0.008 to 0.06","E1ch, R4",D5,Thermodynamic quantities are derived from the results,,Sarcosine,,perrin,perrin3291,,AH
3294,N[C@@H](CO)C(=O)O,pKAH1,2.296,1,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH2,9.88,1,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH1,2.232,12.5,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH2,9.542,12.5,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH1,2.186,25,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH2,9.208,25,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH1,2.154,37.5,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH2,8.904,37.5,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH1,2.132,50,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3294,N[C@@H](CO)C(=O)O,pKAH2,8.628,50,"(m), I=0.02 to 0.06 (K1), 0.015 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Serine,,perrin,perrin3294,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,3.0066,5,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9965,10,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9889,15,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9831,20,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9808,25,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9789,30,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9787,35,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9805,40,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9863,45,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3295,NCC(=O)N[C@@H](CO)C(=O)O,pKAH1,2.9924,50,"(m), I=0.01 to 0.1",E1a,K29,Thermodynamic quantities are derived from the results,,"serine, glycyl-",,perrin,perrin3295,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH1,2.2,1,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH2,9.748,1,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH1,2.132,12.5,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH2,9.42,12.5,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH1,2.088,25,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH2,9.1,25,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH1,2.07,37.5,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH2,8.812,37.5,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH1,2.055,50,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3298,C[C@@H](O)[C@H](N)C(=O)O,pKAH2,8.548,50,"(m), I=0.02 to 0.05 (K1), 0.02 to 0.06 (K2)",E1a,S55,Thermodynamic quantities are derived from the results,,Threonine,,perrin,perrin3298,,AH
3300,N[C@H](C(=O)O)[C@H](O)C(F)(F)F,pKAH2,7.781,25,I=0.03 to 0.06,E1cg,W5,,"temperature assumed (moved from temp column)","threonine, 4,4,4-trifluoro-",,perrin,perrin3300,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH1,2.32,1,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH2,10.413,1,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH1,2.297,12.5,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH2,10.064,12.5,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH1,2.286,25,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH2,9.719,25,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH1,2.292,37.5,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH2,9.405,37.5,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH1,2.31,50,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3317,CC(C)[C@H](N)C(=O)O,pKAH2,9.124,50,"(m) I=0.02 to 0.1 (K1), 0.02 to 0.09 (K2)",E1a,S58,,"For calculation of thermodynamic quantities from these results see ref. C45. Other measurements: P13, S47",Valine,,perrin,perrin3317,,AH
3322,CC([C@H](N)C(=O)O)C(F)(F)F,pKAH2,8.102,25,I=0.05,E1cg,W5,,"temperature assumed (moved from temp column)","valine, 4,4,4-trifluoro-",,perrin,perrin3322,,AH
4004,CN(C)C,pKAH1,10.355,0,(m) A_0 obtained from plot of A versus c^(1/2),"C1, R1d",N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4004,CN(C)C,pKAH1,9.801,25,(m) A_0 obtained from plot of A versus c^(1/2),"C1, R1d",N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4004,CN(C)C,pKAH1,9.279,50,(m) A_0 obtained from plot of A versus c^(1/2),"C1, R1d",N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4004,CN(C)C,pKAH1,10.561,50,(m) pK of trimethylamine-d9,"C1, R1d",N23,Thermodynamic quantities are derived from the results,"temperature assumed (moved from temp column)","methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4004,CN(C)C,pKAH1,9.987,25,(m) pK of trimethylamine-d9,"C1, R1d",N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4004,CN(C)C,pKAH1,9.449,50,(m) pK of trimethylamine-d9,"C1, R1d",N23,Thermodynamic quantities are derived from the results,,"methane, dimethylamino-",,perrin_supp,perrin_supp4004,,AH
4016,NCCO,pKAH1,10.1362,5,"(m), I=0.02 to 0.08","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,"ethane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4016,,AH
4016,NCCO,pKAH1,9.8062,15,"(m), I=0.02 to 0.08","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,"ethane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4016,,AH
4016,NCCO,pKAH1,9.4994,25,"(m), I=0.02 to 0.08","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,"ethane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4016,,AH
4016,NCCO,pKAH1,9.2117,35,"(m), I=0.02 to 0.08","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,"ethane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4016,,AH
4016,NCCO,pKAH1,8.9336,45,"(m), I=0.02 to 0.08","E1ch, R4",D1,Thermodynamic quantities are derived from the results,,"ethane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4016,,AH
4035,NCCN,pKAH1,9.922,25,I=0.040 to 0.35,E3bg,P44,,,"ethane, 1,2-diamino-",,perrin_supp,perrin_supp4035,,AH
4035,NCCN,pKAH2,6.859,25,I=0.040 to 0.35,E3bg,P44,,,"ethane, 1,2-diamino-",,perrin_supp,perrin_supp4035,,AH
4042,CCN(CC)CC,pKAH1,11.387,0,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4042,CCN(CC)CC,pKAH1,11.114,10,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4042,CCN(CC)CC,pKAH1,10.848,20,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4042,CCN(CC)CC,pKAH1,10.589,30,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4042,CCN(CC)CC,pKAH1,10.333,40,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4042,CCN(CC)CC,pKAH1,10.085,50,"(m), I=0.10 to 1.03, m=0.02, 0.04",E2c,C33,,,"ethane, diethylamino-",,perrin_supp,perrin_supp4042,,AH
4043,CCN(CC)CCO,pKAH1,10.437,,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,10.176,10,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,9.926,20,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,9.687,30,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,9.458,40,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,9.239,50,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4043,CCN(CC)CCO,pKAH1,9.028,60,"(m), I=0.10 to 0.30",E2b,T19,,,"ethane, 1-diethylamino-2-hydroxy-",,perrin_supp,perrin_supp4043,,AH
4057,CCNCCO,pKAH1,10.714,0,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,10.4,10,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,10.102,20,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,9.822,30,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,9.557,40,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,9.306,50,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4057,CCNCCO,pKAH1,9.067,60,(m) I=0.10 to 0.25,E2b,T19,,,"ethane, 1-ethylamino-2-hydroxy-",,perrin_supp,perrin_supp4057,,AH
4084,CCCN,pKAH1,11.379,0,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4084,CCCN,pKAH1,11.097,10,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4084,CCCN,pKAH1,10.789,20,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4084,CCCN,pKAH1,10.403,30,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4084,CCCN,pKAH1,10.087,40,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4084,CCCN,pKAH1,9.788,50,"(m), I=0.05 to 0.20, m=0.01-0.045",E2c,C33,,,"propane, 1-amino-",,perrin_supp,perrin_supp4084,,AH
4090,NC(CO)(CO)CO,pKAH1,8.6792,5,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,8.5158,10,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,8.3602,15,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,8.2124,20,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,8.0686,25,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.9336,30,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.8006,35,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.6756,40,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.5515,45,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.438,50,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.3204,55,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4090,NC(CO)(CO)CO,pKAH1,7.2098,60,"(m), I=0.02-0.10 corrected for complex formation with Ag",E1ch,D4,,,"propane, 2-amino-1,3-dihydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4090,,AH
4093,CC(O)CN,pKAH1,10.277,,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,9.937,10,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,9.619,20,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,9.324,30,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,9.046,40,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,8.787,50,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4093,CC(O)CN,pKAH1,8.541,60,"(m), I=0.10 to 0.40",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 1-amino-2-hydroxy-",,perrin_supp,perrin_supp4093,,AH
4098,CC(N)(CO)CO,pKAH1,9.599,0,"(m), I=0.10 to 0.30",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 2-amino-3-hydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4098,,AH
4098,CC(N)(CO)CO,pKAH1,9.257,10,"(m), I=0.10 to 0.30",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 2-amino-3-hydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4098,,AH
4098,CC(N)(CO)CO,pKAH1,8.941,20,"(m), I=0.10 to 0.30",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 2-amino-3-hydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4098,,AH
4098,CC(N)(CO)CO,pKAH1,8.649,30,"(m), I=0.10 to 0.30",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 2-amino-3-hydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4098,,AH
4098,CC(N)(CO)CO,pKAH1,8.377,40,"(m), I=0.10 to 0.30",E2b,T19,Thermodynamic quantities are derived from the results,,"propane, 2-amino-3-hydroxy-2-hydroxymethyl-",,perrin_supp,perrin_supp4098,,AH
